image_id,image_path,device_type,quality_tags,field_count,wrong_field_count,avg_confidence,max_review_score,image_is_correct,review_priority
ENG-0001,data/images/ENG-0001.jpg,堆场口,occlusion,6,0,0.9363166666666666,8,True,低
ENG-0002,data/images/ENG-0002.jpg,龙门吊,complex_bg,6,1,0.8499666666666666,63,False,中
ENG-0003,data/images/ENG-0003.jpg,桥吊,compression,6,0,0.9157500000000001,0,True,低
ENG-0004,data/images/ENG-0004.jpg,堆场口,blur|noise|tilt,6,2,0.8609,82,False,高
ENG-0005,data/images/ENG-0005.jpg,桥吊,complex_bg,6,1,0.8367833333333333,85,False,高
ENG-0006,data/images/ENG-0006.jpg,混合作业牌,compression,6,0,0.9189166666666667,0,True,低
ENG-0007,data/images/ENG-0007.jpg,堆场口,occlusion,6,1,0.8767666666666667,71,False,高
ENG-0008,data/images/ENG-0008.jpg,龙门吊,low_light|tilt,6,0,0.9281833333333332,8,True,低
ENG-0009,data/images/ENG-0009.jpg,混合作业牌,low_light|complex_bg,6,0,0.93155,8,True,低
ENG-0010,data/images/ENG-0010.jpg,混合作业牌,compression,6,0,0.9338833333333333,0,True,低
ENG-0011,data/images/ENG-0011.jpg,混合作业牌,blur,6,1,0.8448833333333333,85,False,高
ENG-0012,data/images/ENG-0012.jpg,桥吊,blur|complex_bg|small_font,6,0,0.9232,0,True,低
ENG-0013,data/images/ENG-0013.jpg,桥吊,,6,0,0.9071166666666667,0,True,低
ENG-0014,data/images/ENG-0014.jpg,堆场口,compression,6,0,0.9310499999999999,0,True,低
ENG-0015,data/images/ENG-0015.jpg,桥吊,complex_bg,6,1,0.8733333333333334,67,False,中
ENG-0016,data/images/ENG-0016.jpg,龙门吊,occlusion,6,1,0.8584166666666667,93,False,高
ENG-0017,data/images/ENG-0017.jpg,堆场口,noise,6,0,0.9263333333333333,0,True,低
ENG-0018,data/images/ENG-0018.jpg,龙门吊,occlusion|noise,6,2,0.7142833333333334,100,False,高
ENG-0019,data/images/ENG-0019.jpg,堆场口,,6,0,0.9240333333333334,0,True,低
ENG-0020,data/images/ENG-0020.jpg,桥吊,small_font,6,1,0.8201833333333334,85,False,高
ENG-0021,data/images/ENG-0021.jpg,龙门吊,,6,0,0.9212166666666667,0,True,低
ENG-0022,data/images/ENG-0022.jpg,混合作业牌,occlusion,6,1,0.8308333333333334,93,False,高
ENG-0023,data/images/ENG-0023.jpg,龙门吊,complex_bg|low_light,6,1,0.8783333333333333,75,False,高
ENG-0024,data/images/ENG-0024.jpg,堆场口,,6,0,0.9291333333333333,0,True,低
ENG-0025,data/images/ENG-0025.jpg,堆场口,small_font|compression,6,2,0.8186333333333332,100,False,高
ENG-0026,data/images/ENG-0026.jpg,混合作业牌,,6,0,0.9444166666666667,0,True,低
ENG-0027,data/images/ENG-0027.jpg,堆场口,compression,6,1,0.8429666666666668,85,False,高
ENG-0028,data/images/ENG-0028.jpg,龙门吊,tilt,6,2,0.7103833333333333,100,False,高
ENG-0029,data/images/ENG-0029.jpg,混合作业牌,,6,0,0.9165,0,True,低
ENG-0030,data/images/ENG-0030.jpg,混合作业牌,low_light,6,2,0.8319166666666667,98,False,高
ENG-0031,data/images/ENG-0031.jpg,混合作业牌,blur|occlusion,6,1,0.826,93,False,高
ENG-0032,data/images/ENG-0032.jpg,混合作业牌,complex_bg,6,2,0.6498166666666666,100,False,高
ENG-0033,data/images/ENG-0033.jpg,龙门吊,small_font|tilt|complex_bg,6,1,0.84635,85,False,高
ENG-0034,data/images/ENG-0034.jpg,龙门吊,low_light|small_font,6,1,0.8480666666666666,93,False,高
ENG-0035,data/images/ENG-0035.jpg,堆场口,noise|compression,6,1,0.882,85,False,高
ENG-0036,data/images/ENG-0036.jpg,混合作业牌,blur,6,0,0.9608,0,True,低
ENG-0037,data/images/ENG-0037.jpg,混合作业牌,blur|compression,6,1,0.8210166666666666,85,False,高
ENG-0038,data/images/ENG-0038.jpg,桥吊,compression,6,0,0.91095,0,True,低
ENG-0039,data/images/ENG-0039.jpg,桥吊,complex_bg|low_light,6,1,0.8505666666666666,93,False,高
ENG-0040,data/images/ENG-0040.jpg,堆场口,,6,0,0.9264333333333333,0,True,低
ENG-0041,data/images/ENG-0041.jpg,桥吊,tilt,6,1,0.8374333333333333,85,False,高
ENG-0042,data/images/ENG-0042.jpg,堆场口,tilt,6,1,0.7910333333333334,85,False,高
ENG-0043,data/images/ENG-0043.jpg,堆场口,complex_bg,6,1,0.9011666666666667,67,False,中
ENG-0044,data/images/ENG-0044.jpg,桥吊,,6,2,0.7598166666666667,100,False,高
ENG-0045,data/images/ENG-0045.jpg,龙门吊,small_font,6,2,0.7658,82,False,高
ENG-0046,data/images/ENG-0046.jpg,混合作业牌,small_font,6,0,0.9514333333333332,0,True,低
ENG-0047,data/images/ENG-0047.jpg,堆场口,tilt|low_light,6,1,0.7710500000000001,93,False,高
ENG-0048,data/images/ENG-0048.jpg,堆场口,tilt|small_font,6,1,0.8388,85,False,高
ENG-0049,data/images/ENG-0049.jpg,桥吊,low_light,6,3,0.63435,100,False,高
ENG-0050,data/images/ENG-0050.jpg,混合作业牌,complex_bg,6,1,0.8910833333333333,67,False,中
ENG-0051,data/images/ENG-0051.jpg,混合作业牌,noise,6,2,0.7072666666666666,100,False,高
ENG-0052,data/images/ENG-0052.jpg,堆场口,,6,0,0.9125666666666667,0,True,低
ENG-0053,data/images/ENG-0053.jpg,堆场口,small_font,6,0,0.9017333333333334,0,True,低
ENG-0054,data/images/ENG-0054.jpg,龙门吊,tilt|blur,6,0,0.8962166666666667,0,True,低
ENG-0055,data/images/ENG-0055.jpg,堆场口,tilt,6,1,0.7774833333333334,85,False,高
ENG-0056,data/images/ENG-0056.jpg,堆场口,small_font,6,3,0.7264166666666667,100,False,高
ENG-0057,data/images/ENG-0057.jpg,桥吊,,6,1,0.8161166666666667,85,False,高
ENG-0058,data/images/ENG-0058.jpg,龙门吊,compression|noise,6,1,0.8567833333333333,85,False,高
ENG-0059,data/images/ENG-0059.jpg,桥吊,complex_bg,6,0,0.9486333333333333,0,True,低
ENG-0060,data/images/ENG-0060.jpg,龙门吊,complex_bg,6,0,0.9065,0,True,低
ENG-0061,data/images/ENG-0061.jpg,堆场口,small_font|complex_bg,6,1,0.8848166666666666,57,False,中
ENG-0062,data/images/ENG-0062.jpg,龙门吊,noise,6,0,0.9299666666666666,0,True,低
ENG-0063,data/images/ENG-0063.jpg,堆场口,blur,6,2,0.7698666666666667,100,False,高
ENG-0064,data/images/ENG-0064.jpg,混合作业牌,occlusion,6,2,0.6823166666666666,100,False,高
ENG-0065,data/images/ENG-0065.jpg,混合作业牌,blur,6,2,0.8154833333333333,100,False,高
ENG-0066,data/images/ENG-0066.jpg,堆场口,small_font|compression,6,1,0.8051166666666667,85,False,高
ENG-0067,data/images/ENG-0067.jpg,龙门吊,small_font,6,1,0.7714833333333333,85,False,高
ENG-0068,data/images/ENG-0068.jpg,堆场口,small_font|blur,6,2,0.7552,100,False,高
ENG-0069,data/images/ENG-0069.jpg,桥吊,,6,0,0.9173333333333332,0,True,低
ENG-0070,data/images/ENG-0070.jpg,堆场口,low_light,6,0,0.9322666666666667,8,True,低
ENG-0071,data/images/ENG-0071.jpg,桥吊,complex_bg|compression,6,1,0.7797833333333334,85,False,高
ENG-0072,data/images/ENG-0072.jpg,桥吊,blur|low_light,6,3,0.69705,100,False,高
ENG-0073,data/images/ENG-0073.jpg,堆场口,occlusion|compression|small_font,6,1,0.8151666666666667,93,False,高
ENG-0074,data/images/ENG-0074.jpg,混合作业牌,small_font|tilt,6,0,0.9346333333333333,0,True,低
ENG-0075,data/images/ENG-0075.jpg,桥吊,tilt|low_light,6,0,0.9517833333333333,8,True,低
ENG-0076,data/images/ENG-0076.jpg,龙门吊,,6,0,0.9349166666666666,0,True,低
ENG-0077,data/images/ENG-0077.jpg,龙门吊,complex_bg,6,0,0.9201833333333332,0,True,低
ENG-0078,data/images/ENG-0078.jpg,桥吊,,6,0,0.9254333333333333,0,True,低
ENG-0079,data/images/ENG-0079.jpg,龙门吊,compression|blur,6,0,0.9552166666666667,0,True,低
ENG-0080,data/images/ENG-0080.jpg,龙门吊,small_font|tilt,6,2,0.8203166666666667,100,False,高
ENG-0081,data/images/ENG-0081.jpg,混合作业牌,,6,0,0.9071000000000001,0,True,低
ENG-0082,data/images/ENG-0082.jpg,堆场口,noise|tilt,6,0,0.9253333333333332,0,True,低
ENG-0083,data/images/ENG-0083.jpg,桥吊,low_light,6,1,0.8677,83,False,高
ENG-0084,data/images/ENG-0084.jpg,混合作业牌,low_light|noise,6,1,0.91405,75,False,高
ENG-0085,data/images/ENG-0085.jpg,龙门吊,low_light|blur|occlusion,6,0,0.9078833333333334,8,True,低
ENG-0086,data/images/ENG-0086.jpg,混合作业牌,compression,6,0,0.9127333333333333,0,True,低
ENG-0087,data/images/ENG-0087.jpg,桥吊,,6,0,0.9228333333333333,0,True,低
ENG-0088,data/images/ENG-0088.jpg,混合作业牌,compression|tilt,6,0,0.9224333333333333,0,True,低
ENG-0089,data/images/ENG-0089.jpg,混合作业牌,low_light|tilt,6,0,0.9288666666666666,8,True,低
ENG-0090,data/images/ENG-0090.jpg,桥吊,,6,0,0.9155333333333333,0,True,低
ENG-0091,data/images/ENG-0091.jpg,龙门吊,small_font|complex_bg|blur,6,1,0.886,45,False,中
ENG-0092,data/images/ENG-0092.jpg,桥吊,small_font,6,2,0.7224,100,False,高
ENG-0093,data/images/ENG-0093.jpg,龙门吊,complex_bg,6,1,0.8312333333333334,85,False,高
ENG-0094,data/images/ENG-0094.jpg,混合作业牌,noise|small_font,6,1,0.8915000000000001,85,False,高
ENG-0095,data/images/ENG-0095.jpg,桥吊,small_font|tilt|low_light,6,1,0.8397,93,False,高
ENG-0096,data/images/ENG-0096.jpg,堆场口,occlusion,6,4,0.6786500000000001,100,False,高
ENG-0097,data/images/ENG-0097.jpg,桥吊,compression|low_light,6,1,0.8401500000000001,93,False,高
ENG-0098,data/images/ENG-0098.jpg,龙门吊,,6,1,0.8813666666666666,67,False,中
ENG-0099,data/images/ENG-0099.jpg,桥吊,blur,6,1,0.8870999999999999,57,False,中
ENG-0100,data/images/ENG-0100.jpg,混合作业牌,complex_bg|blur,6,3,0.6690833333333334,100,False,高
ENG-0101,data/images/ENG-0101.jpg,龙门吊,,6,0,0.9097833333333334,0,True,低
ENG-0102,data/images/ENG-0102.jpg,桥吊,small_font,6,0,0.9079,0,True,低
ENG-0103,data/images/ENG-0103.jpg,桥吊,,6,0,0.91525,0,True,低
ENG-0104,data/images/ENG-0104.jpg,堆场口,,6,1,0.8648333333333333,75,False,高
ENG-0105,data/images/ENG-0105.jpg,堆场口,noise,6,0,0.9260833333333333,0,True,低
ENG-0106,data/images/ENG-0106.jpg,龙门吊,complex_bg|small_font|noise,6,1,0.8609666666666667,85,False,高
ENG-0107,data/images/ENG-0107.jpg,混合作业牌,small_font,6,1,0.8208333333333333,85,False,高
ENG-0108,data/images/ENG-0108.jpg,堆场口,compression,6,1,0.8322333333333334,63,False,中
ENG-0109,data/images/ENG-0109.jpg,桥吊,complex_bg,6,1,0.7795833333333334,85,False,高
ENG-0110,data/images/ENG-0110.jpg,混合作业牌,small_font,6,1,0.86075,63,False,中
ENG-0111,data/images/ENG-0111.jpg,堆场口,small_font|blur,6,2,0.7568666666666667,100,False,高
ENG-0112,data/images/ENG-0112.jpg,龙门吊,low_light,6,0,0.8814500000000001,8,True,低
ENG-0113,data/images/ENG-0113.jpg,混合作业牌,tilt|occlusion,6,2,0.7484500000000001,100,False,高
ENG-0114,data/images/ENG-0114.jpg,混合作业牌,,6,0,0.9155833333333333,0,True,低
ENG-0115,data/images/ENG-0115.jpg,堆场口,low_light,6,1,0.8981833333333333,93,False,高
ENG-0116,data/images/ENG-0116.jpg,堆场口,noise,6,0,0.9294166666666667,0,True,低
ENG-0117,data/images/ENG-0117.jpg,混合作业牌,compression|blur,6,1,0.7900333333333333,85,False,高
ENG-0118,data/images/ENG-0118.jpg,堆场口,,6,1,0.8441833333333334,85,False,高
ENG-0119,data/images/ENG-0119.jpg,桥吊,compression,6,0,0.9218999999999999,0,True,低
ENG-0120,data/images/ENG-0120.jpg,龙门吊,small_font|noise,6,2,0.8174,100,False,高
ENG-0121,data/images/ENG-0121.jpg,桥吊,tilt,6,2,0.7129499999999999,100,False,高
ENG-0122,data/images/ENG-0122.jpg,堆场口,tilt|blur,6,2,0.7676833333333333,82,False,高
ENG-0123,data/images/ENG-0123.jpg,混合作业牌,noise,6,0,0.9222833333333332,0,True,低
ENG-0124,data/images/ENG-0124.jpg,堆场口,blur|noise,6,1,0.8708833333333333,67,False,中
ENG-0125,data/images/ENG-0125.jpg,龙门吊,compression,6,0,0.9187833333333333,0,True,低
ENG-0126,data/images/ENG-0126.jpg,堆场口,noise|small_font,6,1,0.8640333333333333,63,False,中
ENG-0127,data/images/ENG-0127.jpg,堆场口,occlusion,6,1,0.7960833333333334,93,False,高
ENG-0128,data/images/ENG-0128.jpg,混合作业牌,,6,1,0.8669333333333333,85,False,高
ENG-0129,data/images/ENG-0129.jpg,堆场口,compression,6,1,0.8781333333333333,85,False,高
ENG-0130,data/images/ENG-0130.jpg,桥吊,,6,0,0.9042499999999999,0,True,低
ENG-0131,data/images/ENG-0131.jpg,混合作业牌,complex_bg,6,0,0.9364833333333333,0,True,低
ENG-0132,data/images/ENG-0132.jpg,桥吊,small_font,6,1,0.8583333333333334,85,False,高
ENG-0133,data/images/ENG-0133.jpg,桥吊,,6,1,0.85105,63,False,中
ENG-0134,data/images/ENG-0134.jpg,桥吊,noise,6,0,0.9178000000000001,0,True,低
ENG-0135,data/images/ENG-0135.jpg,龙门吊,compression,6,0,0.92755,0,True,低
ENG-0136,data/images/ENG-0136.jpg,混合作业牌,,6,1,0.8247333333333332,63,False,中
ENG-0137,data/images/ENG-0137.jpg,混合作业牌,tilt,6,0,0.9563,0,True,低
ENG-0138,data/images/ENG-0138.jpg,混合作业牌,noise|small_font,6,1,0.8469333333333333,85,False,高
ENG-0139,data/images/ENG-0139.jpg,桥吊,low_light,6,1,0.8941666666666667,75,False,高
ENG-0140,data/images/ENG-0140.jpg,龙门吊,complex_bg|low_light|noise,6,1,0.8678166666666667,75,False,高
ENG-0141,data/images/ENG-0141.jpg,龙门吊,occlusion,6,2,0.7529333333333333,100,False,高
ENG-0142,data/images/ENG-0142.jpg,混合作业牌,,6,0,0.9102166666666666,0,True,低
ENG-0143,data/images/ENG-0143.jpg,混合作业牌,blur,6,0,0.9428666666666666,0,True,低
ENG-0144,data/images/ENG-0144.jpg,龙门吊,noise|small_font,6,2,0.8273666666666667,100,False,高
ENG-0145,data/images/ENG-0145.jpg,混合作业牌,noise|tilt,6,0,0.9397666666666668,0,True,低
ENG-0146,data/images/ENG-0146.jpg,龙门吊,blur,6,3,0.6172166666666666,100,False,高
ENG-0147,data/images/ENG-0147.jpg,龙门吊,noise|small_font,6,0,0.9074333333333332,0,True,低
ENG-0148,data/images/ENG-0148.jpg,龙门吊,compression,6,0,0.90155,0,True,低
ENG-0149,data/images/ENG-0149.jpg,堆场口,compression,6,1,0.8220833333333334,85,False,高
ENG-0150,data/images/ENG-0150.jpg,桥吊,occlusion|noise,6,0,0.9114666666666666,8,True,低
ENG-0151,data/images/ENG-0151.jpg,堆场口,small_font|compression,6,2,0.8001333333333333,100,False,高
ENG-0152,data/images/ENG-0152.jpg,龙门吊,small_font,6,0,0.9349500000000001,0,True,低
ENG-0153,data/images/ENG-0153.jpg,堆场口,,6,0,0.9215166666666667,0,True,低
ENG-0154,data/images/ENG-0154.jpg,堆场口,complex_bg|small_font|blur,6,0,0.9068333333333333,0,True,低
ENG-0155,data/images/ENG-0155.jpg,堆场口,,6,0,0.9435333333333333,0,True,低
ENG-0156,data/images/ENG-0156.jpg,桥吊,,6,0,0.9517833333333333,0,True,低
ENG-0157,data/images/ENG-0157.jpg,堆场口,noise|tilt,6,0,0.9279166666666666,0,True,低
ENG-0158,data/images/ENG-0158.jpg,龙门吊,noise|small_font,6,1,0.8733166666666667,85,False,高
ENG-0159,data/images/ENG-0159.jpg,混合作业牌,occlusion|low_light|complex_bg,6,0,0.9021333333333333,8,True,低
ENG-0160,data/images/ENG-0160.jpg,龙门吊,,6,0,0.9126666666666666,0,True,低
ENG-0161,data/images/ENG-0161.jpg,龙门吊,occlusion,6,0,0.93305,8,True,低
ENG-0162,data/images/ENG-0162.jpg,桥吊,noise,6,0,0.9076166666666667,0,True,低
ENG-0163,data/images/ENG-0163.jpg,堆场口,,6,1,0.8889,67,False,中
ENG-0164,data/images/ENG-0164.jpg,桥吊,small_font,6,2,0.6845833333333333,100,False,高
ENG-0165,data/images/ENG-0165.jpg,龙门吊,compression|complex_bg|low_light,6,4,0.48566666666666664,100,False,高
ENG-0166,data/images/ENG-0166.jpg,堆场口,low_light|complex_bg,6,0,0.9209666666666667,8,True,低
ENG-0167,data/images/ENG-0167.jpg,桥吊,complex_bg,6,1,0.8179333333333334,85,False,高
ENG-0168,data/images/ENG-0168.jpg,龙门吊,small_font|occlusion,6,1,0.8673000000000001,75,False,高
ENG-0169,data/images/ENG-0169.jpg,龙门吊,complex_bg|blur,6,1,0.83825,85,False,高
ENG-0170,data/images/ENG-0170.jpg,混合作业牌,,6,1,0.86375,85,False,高
ENG-0171,data/images/ENG-0171.jpg,龙门吊,noise,6,0,0.96035,0,True,低
ENG-0172,data/images/ENG-0172.jpg,混合作业牌,occlusion|tilt,6,2,0.7231,100,False,高
ENG-0173,data/images/ENG-0173.jpg,混合作业牌,noise|blur,6,3,0.6418,100,False,高
ENG-0174,data/images/ENG-0174.jpg,堆场口,small_font|low_light,6,0,0.9207833333333334,8,True,低
ENG-0175,data/images/ENG-0175.jpg,混合作业牌,occlusion,6,0,0.9530166666666666,8,True,低
ENG-0176,data/images/ENG-0176.jpg,堆场口,compression|occlusion,6,1,0.8385333333333334,93,False,高
ENG-0177,data/images/ENG-0177.jpg,混合作业牌,,6,0,0.9244,0,True,低
ENG-0178,data/images/ENG-0178.jpg,混合作业牌,tilt,6,1,0.9098666666666667,67,False,中
ENG-0179,data/images/ENG-0179.jpg,桥吊,tilt|occlusion,6,2,0.8448833333333333,90,False,高
ENG-0180,data/images/ENG-0180.jpg,龙门吊,occlusion,6,2,0.767,100,False,高
ENG-0181,data/images/ENG-0181.jpg,堆场口,blur,6,0,0.9390166666666667,0,True,低
ENG-0182,data/images/ENG-0182.jpg,龙门吊,tilt|blur,6,1,0.9068999999999999,67,False,中
ENG-0183,data/images/ENG-0183.jpg,桥吊,low_light|noise,6,1,0.8536833333333332,71,False,高
ENG-0184,data/images/ENG-0184.jpg,桥吊,small_font|low_light,6,2,0.82205,98,False,高
ENG-0185,data/images/ENG-0185.jpg,桥吊,,6,0,0.9223666666666667,0,True,低
ENG-0186,data/images/ENG-0186.jpg,混合作业牌,noise|blur,6,2,0.8242166666666666,100,False,高
ENG-0187,data/images/ENG-0187.jpg,堆场口,complex_bg|tilt|blur,6,1,0.8801666666666667,85,False,高
ENG-0188,data/images/ENG-0188.jpg,混合作业牌,blur,6,0,0.9239666666666667,0,True,低
ENG-0189,data/images/ENG-0189.jpg,混合作业牌,compression,6,0,0.9165666666666666,0,True,低
ENG-0190,data/images/ENG-0190.jpg,堆场口,,6,0,0.9247833333333334,0,True,低
ENG-0191,data/images/ENG-0191.jpg,桥吊,tilt,6,1,0.8765000000000001,85,False,高
ENG-0192,data/images/ENG-0192.jpg,龙门吊,low_light,6,0,0.9097666666666666,8,True,低
ENG-0193,data/images/ENG-0193.jpg,桥吊,,6,1,0.82025,85,False,高
ENG-0194,data/images/ENG-0194.jpg,龙门吊,blur,6,0,0.9274,0,True,低
ENG-0195,data/images/ENG-0195.jpg,龙门吊,compression,6,0,0.9093666666666667,0,True,低
ENG-0196,data/images/ENG-0196.jpg,龙门吊,,6,0,0.9338833333333333,0,True,低
ENG-0197,data/images/ENG-0197.jpg,桥吊,complex_bg,6,0,0.8923666666666666,0,True,低
ENG-0198,data/images/ENG-0198.jpg,桥吊,low_light,6,0,0.9169333333333333,8,True,低
ENG-0199,data/images/ENG-0199.jpg,堆场口,,6,0,0.9176000000000001,0,True,低
ENG-0200,data/images/ENG-0200.jpg,桥吊,,6,2,0.8161999999999999,100,False,高
ENG-0201,data/images/ENG-0201.jpg,龙门吊,compression|occlusion,6,1,0.8369333333333334,71,False,高
ENG-0202,data/images/ENG-0202.jpg,堆场口,noise,6,0,0.9072,0,True,低
ENG-0203,data/images/ENG-0203.jpg,堆场口,compression|low_light,6,1,0.8420166666666667,93,False,高
ENG-0204,data/images/ENG-0204.jpg,龙门吊,complex_bg,6,2,0.7779166666666667,100,False,高
ENG-0205,data/images/ENG-0205.jpg,混合作业牌,,6,0,0.9443333333333334,0,True,低
ENG-0206,data/images/ENG-0206.jpg,龙门吊,complex_bg,6,1,0.8744333333333333,85,False,高
ENG-0207,data/images/ENG-0207.jpg,堆场口,tilt|small_font,6,3,0.69195,100,False,高
ENG-0208,data/images/ENG-0208.jpg,龙门吊,complex_bg,6,0,0.9093166666666667,0,True,低
ENG-0209,data/images/ENG-0209.jpg,龙门吊,compression,6,0,0.9102666666666667,0,True,低
ENG-0210,data/images/ENG-0210.jpg,混合作业牌,blur,6,2,0.7414999999999999,100,False,高
